user_id,training_id,start_date,distance,uphill,downhill,duration,temperature,avg_hr,max_hr,power,type
0638ef6493b8192ade0e0d8429306b7685fe1191cc6e1337fab13521922cf226,b402af469b4988e3032cd38bdd857223e7fe8d319d44598ff3f5c47e9085f0c9,2019-12-08 08:59:54 UTC,21100,304,303,5258,6,,172,,RACE
0638ef6493b8192ade0e0d8429306b7685fe1191cc6e1337fab13521922cf226,76b9f9be04b79a9a3329a4c925c74eef0ccee6f492caa423077f6201d8076504,2019-10-20 09:00:04 UTC,21000,210,210,5086,8.5,,235,,RACE
0638ef6493b8192ade0e0d8429306b7685fe1191cc6e1337fab13521922cf226,e9ac936eb22b0994df03d81b6ebc1eabae05ef0d18dc04c0d4f3feb4da13b3cb,2019-09-08 08:00:19 UTC,21300,180,180,5049,9.5,,175,,RACE
0638ef6493b8192ade0e0d8429306b7685fe1191cc6e1337fab13521922cf226,aec2d658c0098a559716ad49efb6e7731b6b5a7cfde3e6188155c5fe5e99b31e,2019-10-13 08:00:04 UTC,8000,390,141,2487,15.2,,185,,RACE
101fe9a1cf14890d1d02bb95e725cbb64156a8d13a876f4ce7dfc58d48455493,eb34a62d420b0a5e1e5ccc4e8dd75b3a4bdca13a07d2ea37085508d68af1f5df,2019-10-06 08:31:44 UTC,42200,127,127,18303,10.5,,192,,RACE
18988f7955b146b015d547d672a86e9223aafc657ceda025863ff9fdf541800f,caca1a065f1b904ca324b7cf6a42c65a5c4ac59d207ffba4b7b314a940b385ec,2019-11-03 14:47:23 UTC,42500,400,400,14011,9.1,,174,,
1eeda9c2084e603780410af30a5862d509a354d85b721a90dcb4997c79736240,3e12a34c519c52041c2ddb2d29c96872dc9288ffee6b94ef428efb5e2c542230,2019-09-29 07:56:21 UTC,42700,170,174,14322,14.9,,172,,RACE
1eeda9c2084e603780410af30a5862d509a354d85b721a90dcb4997c79736240,74d206a95f98665cf7c568f01ece2e9cc53d377f0edaa7619853a78cb3a22509,2019-09-01 08:00:48 UTC,21400,163,163,6802,19.1,,171,,RACE
25453b9924cc5669abde928b74feb1ca61b0f0a2178a272d90e5db75f3d582a0,20f9f6c47af7173d69a142f81f9082816d63f4a47746cd9e31f563cdf341326b,2019-10-13 06:32:03 UTC,21600,50,50,5410,16.7,,181,,RACE
27abe6c3992cdceb07f6abd1d0dac93f68756e8aab2220ea7664f00b8e01cc15,272b003995a662c8e3ccc708b352a978e5af36fd658e7e8c6b0a9bbdf47bdc74,2019-10-27 09:14:01 UTC,42200,149,148,15124,13.1,,163,,RACE
315ddfdbf714251b57a17a58bfcd13e1ce1ea54773c5ae36d3d7bc40a8bfd161,f6378f291106d057c4e4e4dc0cb35926aeccf71301101cdf54573f50815084c4,2019-09-15 04:54:00 UTC,15200,420,420,4758,7.3,,151,,RACE
4066f060269c78cfcac71c7ad7db3c506ea8f36d9d28a59747d08e15096db6fa,3ee8ddd38b15f1953ad17d285f45041e3eaf819b40d3f4998b74860a943dad91,2019-09-15 08:00:02 UTC,14700,201,201,4075,16,,179,,
4066f060269c78cfcac71c7ad7db3c506ea8f36d9d28a59747d08e15096db6fa,e05749bc84929a09b8013b171a504465097eba4fb9c0620a848f6acdfd74383c,2019-10-12 11:40:20 UTC,21100,108,176,5988,16.3,,181,,RACE
4066f060269c78cfcac71c7ad7db3c506ea8f36d9d28a59747d08e15096db6fa,c2e0e26e43514569961232a412afa9f4d96db8fd4c856cf647d4e00e459c8922,2019-10-27 07:01:27 UTC,42200,381,384,13149,7.2,,180,,RACE
4c0aa159ad0ef7bad8a8712169ff6c7cda22dd4517ef84a8aabe100482e8bcda,23a9c3fa024fb63edce0a7a6be3d683230857d99fad095b5393ad28767b91be4,2019-09-21 07:59:55 UTC,21600,817,817,7802,10.6,,186,,RACE
509331b314abb517e440c5d5389327ca5ec96d528ff0e05d0a590720cf21ac7d,9cf14feb45ba091bb54f73b3f3e601c12c2c3f530e77caa975c46244a1ad04cc,2019-09-01 08:00:18 UTC,21200,157,159,7258,18.4,,178,,RACE
543c48cf1ea54d9597d20cb57601be8184b23266592f8de17710971c4cf81dec,86b204183441ec0a06cd2f2bce617ddb33bb801092c910fcc6271ed3b892d663,2019-01-01 14:07:31 UTC,8700,43,44,3000,3.8,,166,,INTERVAL
64de340c14c989d38b59d3effaa49b7c4b14ef78a1d87b997442aaac5599c1ed,8affe5dd0998f1fa7d96e389315120e93001e8cbecace2e90be57f3562b9c7c1,2019-09-29 08:21:08 UTC,42200,148,153,17223,15,,174,,RACE
78f6eaed1fae22029c36159358d9aff32bfce084274399651a77c1f51e78fecf,adcea0982ceaa45e70d0d4e063d6e4e51088d7d2a1c0e9a78911187ac6775c23,2019-09-07 08:32:44 UTC,42200,2260,767,18925,10.6,,180,,RACE
82fda34af990f9a1ed665d71dbdae0066e2ca1b0016129b939ae05ff84692305,6320a29d0880d5bb2871e7913ab4df50ea9143ef85951c58f95b9fe9223a0168,2019-12-01 12:10:15 UTC,10600,120,119,3632,3,,193,,RACE
82fda34af990f9a1ed665d71dbdae0066e2ca1b0016129b939ae05ff84692305,4aaaf67ac9242ed9c4d05c4ec3ce6fd1e9d6b736e944ed1629142c5e965f8164,2019-10-12 10:56:14 UTC,10000,77,73,3279,15,,175,,RACE
82fda34af990f9a1ed665d71dbdae0066e2ca1b0016129b939ae05ff84692305,eb97651b8f0194d60001daeb06fcdba1d5f5cae1d7c603dc7048ddb1ec8aaa85,2019-12-07 12:15:57 UTC,14200,279,248,5047,5.3,,174,,RACE
82fda34af990f9a1ed665d71dbdae0066e2ca1b0016129b939ae05ff84692305,c28fe71f76aff1ffeb299137f6a8652f28908829044deab2eb43515396ffb4c4,2019-09-07 06:33:29 UTC,42200,2326,801,21033,11.3,,173,,RACE
82fda34af990f9a1ed665d71dbdae0066e2ca1b0016129b939ae05ff84692305,ec8ba06fbe411ace4303768cb369badbddd88ba49a5537130b091b53667dfb31,2019-09-21 13:40:17 UTC,21100,107,87,7398,20.7,,177,,RACE
82fda34af990f9a1ed665d71dbdae0066e2ca1b0016129b939ae05ff84692305,9ed78fa0a63109dab56ff78e33cffea8eeed27b5029ce47869f9eb4304bfc2db,2019-10-27 08:18:17 UTC,42200,363,365,15781,10.2,,176,,RACE
96d43bb4d324660afd0a2ec7662e78cfb4c145b067c5e354262b2f7f840dfa8b,d261828566b600802a394d4d14eb451673d7d0fb9d20a01af27070d3fe95ee0a,2019-11-03 11:00:08 UTC,15100,562,274,4572,10.3,,177,,
9a2756ee44e8181ec312eda5de2e8629df1f7800c879735e03941ee838b71775,e39b03603e8ad7b53ae2ffb68610d4222a312324b30d0b2f5c56ce4511918e15,2019-02-19 03:02:38 UTC,10237,32,31,3415,-0.7,,167,,LONG JOG
9a2756ee44e8181ec312eda5de2e8629df1f7800c879735e03941ee838b71775,5b7e48b5580eeb7d92afd0e10d02465becbea8f0d68f0ddccfe30d53bc3ebb36,2019-02-20 06:22:54 UTC,15717,12,24,4361,-2.8,,172,,LONG JOG
9a2756ee44e8181ec312eda5de2e8629df1f7800c879735e03941ee838b71775,42f77d688c039500e5fab9b0a0737a13e9ce03ebc4fd5b501420aa3cc56899dd,2019-08-17 04:10:25 UTC,24647,905,53,8942,13.4,,161,,LONG JOG
9a2756ee44e8181ec312eda5de2e8629df1f7800c879735e03941ee838b71775,59bed30ce8e6c0fc8774b06134c4110528371e103798b1e19b5dc3b1fbb39b2c,2019-02-22 06:18:03 UTC,12521,21,28,3734,3.7,,192,,LONG JOG
abb9e7ae9dc0b3e22c25003a0b0a949eb734df5844aaa6d6aa8ef65834d19004,a6098ffe3d9d620d5ece795eb44d18eb8b6d9842ad0439ff19a91539fb756fcc,2019-09-28 10:15:27 UTC,10000,80,130,2661,17.8,,172,,RACE
b2abbc2f4dc772978f1124c8122a4d09e11097fb28c24a235641b629a5c25401,f2887af2d2068c8cbb543063c6a3a68161a17a88cfad193964e2157cb48faef1,2019-10-06 11:30:01 UTC,20000,821,818,8091,7.1,,203,,
b2abbc2f4dc772978f1124c8122a4d09e11097fb28c24a235641b629a5c25401,1bb297c6133ba05f43d885c5adc0bb996bc4890d4cf93bc01b511449a8c1cb18,2019-10-20 10:09:08 UTC,7000,15,86,1874,9.8,,188,,RACE
bd9bc84baa94d1c7cb43e0cc449b11cf4c445fa09934eb5ded5426456a448652,4f0aa2b852a13e20e379ac63f61884ff3858854277468170be2465322b42ea0a,2019-09-04 17:00:01 UTC,5400,50,47,1198,22.9,,178,470,RACE
db889e243e8ca58f3afe4066c705e2f4f67ce65becf34a7fcf0ed2a50418ed69,440aae117a560e071e43a84e6037903806e9b8e7d056b32a4e1409b8255ac381,2019-09-29 07:26:02 UTC,42200,42,36,12053,14.9,,204,247,
db889e243e8ca58f3afe4066c705e2f4f67ce65becf34a7fcf0ed2a50418ed69,7023e0db2026c9eecb9674fa184366ca54000cc94555ca9cf104dfe488292a9a,2019-09-14 09:30:00 UTC,7900,90,90,2384,9.1,,186,237,RACE
db889e243e8ca58f3afe4066c705e2f4f67ce65becf34a7fcf0ed2a50418ed69,5dbb91427189c1413a8ee9fd804d2bd682c7b77ef5ee2e24164bd8f423061a98,2019-10-20 09:00:20 UTC,6200,905,27,3777,13.6,,191,222,RACE
db889e243e8ca58f3afe4066c705e2f4f67ce65becf34a7fcf0ed2a50418ed69,0230cad3ae88a7d8ac4915366fb9e4e817e1f98bab5205327a91b36b01ce8fb3,2019-10-27 08:06:16 UTC,21200,85,84,6219,12.4,,191,239,
eae6d2d8613a83b23daabd27f210517fa0ff21126a725ee0199fd36cc051906b,deacb6871a7ca371a5a124f2207c1bea885a09c870d202b963c328ae96553b4f,2019-11-30 09:16:07 UTC,15900,87,88,4935,0.9,,154,,RACE
f206e82793f2c02f66e6846f39df8d865965ce94fbe395497ad85e836e3263d1,53265d089bd6b18b20f02e3151ecc290a323244a593d65dbc4a09094f24e08d4,2019-12-31 12:00:03 UTC,7500,25,24,2202,4.5,,182,,RACE
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,be5b90152dfd9f5ee3499f558380d17a716ce32a4183cad6ab06c5bb7b8ed423,2019-11-10 12:00:03 UTC,12000,187,188,3191,7.2,,180,,RACE
fa76a05dc7ee6794fd088897dd2a838d9cb847dcc5ba1940893e5c1b372a845a,1a909df4e79675a523af945eee4f5321c06d972dd1c59c9aeb981303c95ee065,2019-10-19 09:46:28 UTC,24400,1090,1138,10132,12,,179,,RACE
fa76a05dc7ee6794fd088897dd2a838d9cb847dcc5ba1940893e5c1b372a845a,5477200132ced7f83711c9cc7b50d76b20c74f5ffdeb245a2df7e3a3bf7b1393,2019-12-31 23:03:15 UTC,10600,26,26,3217,-3,,176,,RACE
fa76a05dc7ee6794fd088897dd2a838d9cb847dcc5ba1940893e5c1b372a845a,78e4f6d0a74b1adbe69757b6bb41e013c9b9b7dbf36371d44282aa0d8e348e2c,2019-10-20 08:12:26 UTC,12600,1603,1290,4867,13.5,,173,,RACE
bd9bc84baa94d1c7cb43e0cc449b11cf4c445fa09934eb5ded5426456a448652,5c9ab1825214b8ff9a3b672918092d02a19a9aa77a75257c37163101521280e8,2019-11-13 07:25:21 UTC,14382,277,278,4204,1.2,256,232,305,STEADY JOG
bd9bc84baa94d1c7cb43e0cc449b11cf4c445fa09934eb5ded5426456a448652,3670dda1142199504e70a84fe8332a09c396889da9d768c4e959cfed30f38eee,2019-07-09 06:23:49 UTC,22434,1281,1273,7355,14.7,259,180,277,STEADY JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,eb8f12ca8f7fa551323fcc75ce376aef31838609ac856f53dcb7d850f0104562,2019-12-17 12:13:25 UTC,9358,66,193,3492,8.4,54,54,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,f3e76de28770a194de931d4b0c98202b1d7d79a14a64270569e1b197c777fb98,2019-09-24 12:18:51 UTC,6155,126,131,2342,14.2,65,65,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,bc1f8542afd2257f542b4acd1e5417e97e8bff54c281f7dbf7177a1507dbf617,2019-03-11 11:52:46 UTC,5883,76,73,2323,3.1,66,72,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,5e10afd9439ac5b1fde9370e89c3481db91220fd6e07c906e55c57c7dbee732c,2019-05-31 10:08:48 UTC,5045,71,416,4489,12.8,66,105,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,0717c3c6f6efd9820d3556b4975dca0d34d45f9b1d73cdacb5906f9513a05fc3,2019-09-28 17:12:01 UTC,4629,137,138,1765,16.2,68,68,,LONG JOG
9f5cf88bd779f6a392447dae2466cdf29bf803654786cf60ae7c51af1be1ff5d,9d2c1319e07fdfeede6e0afcee56c17d5cb49708023ed158e0d93087083fbb9b,2019-12-27 12:28:51 UTC,8854,97,96,5787,3.5,69,117,,LONG JOG
eae6d2d8613a83b23daabd27f210517fa0ff21126a725ee0199fd36cc051906b,f104f784f3f263267f23b7471d8504a1bdc8d57d75779d72980f3c03596e90c4,2019-05-10 14:13:34 UTC,15215,88,87,5264,15.3,69,69,,STEADY JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,4c6c2b933e75540550b61c9b1e081736757afd97ddf01091bcaf7aba0a0912af,2019-05-30 05:25:41 UTC,2079,15,16,2201,4.9,69,119,,LONG JOG
e70ae1e49cc54412c526b6a66db673b6c3c3d1a8991ad4098e56d5b5b4290645,6597e0a26b9d08c340f7f1d88d6e45b84829d80ddc26c8a94da016e38716eb84,2019-04-21 05:41:56 UTC,5160,104,113,5961,8.2,70,107,,LONG JOG
3b10abf1ba11131ce8944ceae1e637e60db18469dc03ce742f1ed128497ccc92,115194488aaba5e1e80aade558bbf95f49845a4c4cdc6fbeb683c6dd32e76308,2019-03-16 12:31:46 UTC,32989,162,161,15998,18,72,73,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,64ea4e67d731fe1c6cf6d7cca2210caabb51411b2bd9fa427eadde036d1b324b,2019-04-09 18:49:20 UTC,10543,284,325,4457,12.2,72,72,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,dc6db88abce4d3ec8402339e7bdcdaa4ec5e9487bc03a5e50dc6642bc44c4510,2019-03-25 12:39:24 UTC,7048,116,119,2805,9.1,72,85,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,a06637588c931c9d299f025bdad501f8d3f0e6bb0932bf9734ebf3157a6d2af3,2019-05-31 04:40:43 UTC,4021,53,54,3330,-2.1,72,97,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,884c8a302ed1f06108cd8b4e42e5e6cf72c56290ae89547d526d74c15ad163aa,2019-12-12 12:40:52 UTC,6338,119,132,2363,3.7,74,74,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,c2c2b47aff8ab2e74194939f6a91127156a6b40763be0824a692aaf1378a862d,2019-02-10 09:03:35 UTC,7026,53,53,2566,9.9,74,74,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,9414448228a3baec8a1f400a5424024058de06e7522622732535aced20bad16b,2019-11-11 12:21:14 UTC,6365,141,142,2326,7.6,74,75,,
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,abfbf05e3e1abc11d184852cbf52e1bbf2654042a5456688f3da951e7aadbf61,2019-06-28 21:02:29 UTC,6378,132,132,2322,21.8,75,75,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,6ca632a9015645d5b21e48baf318f5bc410d4b27804534ceed216606de527f05,2019-06-01 08:27:09 UTC,9320,288,621,8100,14.6,75,140,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,8df9f38e491845b75cd839a57b828eea3d71a63e1e7030b1a5be542fbd23d5f0,2019-05-30 07:50:38 UTC,15499,203,538,13034,7.5,75,148,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,65b064dbd658d9cff0775c3f47b1cf8a679514c32a06795acf62c7f3a29bbff2,2019-10-20 15:02:39 UTC,12553,390,390,4938,16,76,77,,LONG JOG
e70ae1e49cc54412c526b6a66db673b6c3c3d1a8991ad4098e56d5b5b4290645,ea57d3d877251ddba59bcdfe5019b8a8013159e41b32b112f198a9782a4b34e5,2019-04-22 11:04:34 UTC,9727,325,635,12609,18.4,76,127,,LONG JOG
543c48cf1ea54d9597d20cb57601be8184b23266592f8de17710971c4cf81dec,70b2c9ccab66b8b45e2205dad21bd3af60053ba84053c0a6f464d4deb5b6d9ea,2019-10-19 07:48:19 UTC,7335,61,746,5889,8.2,77,135,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,d03309f583f85c652f3bd9fe2d9eaa121e163b8554f9b5fc1070411aef9d0f43,2019-07-24 19:04:27 UTC,10749,296,296,4261,28.1,78,78,,LONG JOG
a0b165b76071f3b6ee5881e541aaa86e63aa9e33372fab14bec0f4a809acbfa6,974f1b7e1572ef97fe88b154546472e10352ca8e529a618d772ad99215a6efc8,2019-07-31 10:11:11 UTC,4553,149,363,7670,13.3,79,120,,LONG JOG
b2abbc2f4dc772978f1124c8122a4d09e11097fb28c24a235641b629a5c25401,05dcc27ac1bb8cf78f4271b1fbdef3bc037bc23edcb4d3cb56af6e20f9fcf55f,2019-01-11 09:44:04 UTC,6002,46,32,3096,-4.7,79,123,,LONG JOG
e70ae1e49cc54412c526b6a66db673b6c3c3d1a8991ad4098e56d5b5b4290645,aa428f62cf870d19f3bebc6b542b02b966c4f8312a03a934ae16c60ac1c0c3fd,2019-04-19 10:44:40 UTC,8327,409,409,15162,17.6,79,116,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,789d170842c9d74021134af789a34476593d47c00bec35392b722567b08c331c,2019-06-11 09:32:59 UTC,9587,158,158,7273,7.5,79,115,,LONG JOG
3b10abf1ba11131ce8944ceae1e637e60db18469dc03ce742f1ed128497ccc92,ff1ac66f4828636eae0ae840b3ec6bb845cba36f346213f4c424cc548f46a300,2019-02-16 13:27:46 UTC,14431,49,68,7408,13.6,80,84,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,218051d49a12c3b414fe87ccf9a1b38d81e00b5644a79cb0d1908520f94a8558,2019-03-31 11:47:05 UTC,3621,67,69,1438,17.6,80,82,,LONG JOG
88fe08163c246943a965144cd4cd0903823f26bd3babcfd441296ecc76c33363,e63db86daa145c7fbeee9d1f21a88fbd5aed0014d28b4fd8518c7643bb57fd91,2019-01-20 09:46:14 UTC,10479,63,63,6009,-0.3,80,118,,LOW INTENSITY
